tienda_id,semana_id,region,tienda_tipo,mes,precio_promedio,descuento_pct,gasto_marketing,trafico_tienda,competidor_precio,online_share,stockouts_semana,rating_google,ingreso_zona,ventas
0,0,Centro,A,1,102.17275291325299,0.12201717713816239,1605.0648308997124,282.82066473537344,103.11040171476765,0.21669917891602797,0,4.261411509177474,35065.85214403388,6191.536631382262
0,1,Sur,A,2,115.63933644779277,0.40854032632683807,1847.3376202139566,279.89086888436174,120.33108801291444,0.17715070418363466,0,4.163437683515523,31568.786967472075,5761.8031367694875
0,2,Centro,B,3,107.0339896047134,0.006135896536305973,3282.664683886661,367.08346832990077,108.0814708433548,0.31390651474187875,1,4.3331117799104915,28321.260491768728,5954.220289669374
0,3,Centro,A,4,95.05103418140223,0.16318987777980468,995.5172459955199,225.55107622281133,100.30262121158714,0.11907930603158534,0,3.2552568516568114,39035.87067228215,5196.12243029115
0,4,Norte,B,5,103.08638764427113,0.17327163940253726,2500.6482219896047,259.12193030447514,103.48227995914598,0.23692796394016827,1,4.0858694876319355,39003.631953193006,7000.981848167425
0,5,Norte,B,6,97.11201790563744,0.32302811494947764,4500.060496890025,390.0536580192127,100.04758514891566,0.38075775186458644,0,3.8432355480867098,38973.63348614485,10272.511976846234
0,6,Norte,A,7,100.09456221633674,0.1302300864267407,2954.992309126804,300.7717862186101,94.54691043105714,0.29756320059351593,1,4.55040875144607,37565.57791664344,8233.94323179203
0,7,Sur,A,8,96.09266737421795,0.29067788635830266,2525.327670916638,297.3694518908674,87.2670619481218,0.33021108258369664,1,4.284265074645148,40668.19323103682,6801.578586695075
0,8,Centro,C,9,98.0279775293753,0.19664482805619343,2961.2167470983627,285.9291922847795,95.64558832360503,0.11847634910761201,1,4.170270623243168,43436.41567861785,5288.762014524248
0,9,Centro,B,10,102.5451202368901,0.2592381087914115,5661.3846354816305,406.92543822009435,95.41615088315552,0.1704733604401143,1,3.9704201091976925,23741.49291556089,6489.299530556069
